figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,symbol,OMML_or_LaTeX_label,plain_text_key,human_readable_name,units,definition,relevant_equation_ids,source_file/function,recommended_axis_label
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,w_i_fine,w_i_fine,w_i_fine,W I Fine,1,fine-radius bin weight,,results/equation_functional_form_audit/equation_registry.csv,W I Fine [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,theta_PR,theta_PR,theta_PR,Theta Pr,1,relative PR Arrhenius factor,,results/equation_functional_form_audit/equation_registry.csv,Theta Pr [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,theta_rho,theta_rho,theta_rho,Theta Rho,1,relative open-shrinkage Arrhenius factor,,results/equation_functional_form_audit/equation_registry.csv,Theta Rho [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,theta_closed,theta_closed,theta_closed,Theta Closed,1,relative closed-shrinkage Arrhenius factor,,results/equation_functional_form_audit/equation_registry.csv,Theta Closed [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,theta_g,theta_g,theta_g,Theta G,1,relative grain-growth Arrhenius factor,,results/equation_functional_form_audit/equation_registry.csv,Theta G [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Gamma_A,Gamma_A,Gamma_A,Gamma A,1,Class-A migration multiplier,,results/equation_functional_form_audit/equation_registry.csv,Gamma A [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Gamma_j,Gamma_j,Gamma_j,Gamma J,1,local-region migration multiplier,,results/equation_functional_form_audit/equation_registry.csv,Gamma J [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,D,D,D,D,1,generic nonnegative migration resistance,LR-10;MET-04;PROP-01,results/equation_functional_form_audit/equation_registry.csv,D [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,D_j,D_j,D_j,D J,1,local drag-resistance sum,,results/equation_functional_form_audit/equation_registry.csv,D J [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,P_TJ,P_TJ,P_TJ,P Tj,1 (proxy),local sigmoid TJ-completion proxy,,results/equation_functional_form_audit/equation_registry.csv,P Tj [1 (proxy)]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,X_J_prod,X_J_prod,X_J_prod,X J Prod,s^-1,persistent-junction production rate,,results/equation_functional_form_audit/equation_registry.csv,X J Prod [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,J_cap,J_cap,J_cap,J Cap,s^-1 proxy,TJ-to-GB capture flux,,results/equation_functional_form_audit/equation_registry.csv,J Cap [s^-1 proxy]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,J_reloc,J_reloc,J_reloc,J Reloc,s^-1 proxy,GB-to-TJ relocation flux,,results/equation_functional_form_audit/equation_registry.csv,J Reloc [s^-1 proxy]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,X_cap,X_cap,X_cap,X Cap,1,persistent-junction capacity,,results/equation_functional_form_audit/equation_registry.csv,X Cap [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,xi_r,xi_r,xi_r,Xi R,code-normalized proxy,closed-pore radius proxy,,results/equation_functional_form_audit/equation_registry.csv,Xi R [code-normalized proxy]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Delta_phi_closed_loss,Delta_phi_closed_loss,Delta_phi_closed_loss,Delta Phi Closed Loss,1,closed-pore volume removed in one step,,results/equation_functional_form_audit/equation_registry.csv,Delta Phi Closed Loss [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Delta_t,Delta_t,Delta_t,Delta T,s,integration time step,,results/equation_functional_form_audit/equation_registry.csv,Delta T [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,G_1,G_1,G_1,G 1,grain-size unit,grain size at the first-step switch,,results/equation_functional_form_audit/equation_registry.csv,G 1 [grain-size unit]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,G_2,G_2,G_2,G 2,grain-size unit,grain size at the end of the second step,,results/equation_functional_form_audit/equation_registry.csv,G 2 [grain-size unit]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,G_ref,G_ref,G_ref,G Ref,grain-size unit,matched-density reference grain size,,results/equation_functional_form_audit/equation_registry.csv,G Ref [grain-size unit]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,G_fast,G_fast,G_fast,G Fast,grain-size unit,matched-density fast-path grain size,,results/equation_functional_form_audit/equation_registry.csv,G Fast [grain-size unit]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,W,W,W,W,degC,finite Chen-window width,,results/equation_functional_form_audit/equation_registry.csv,W [degC]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,T_first_success,T_first_success,T_first_success,T First Success,degC,lowest successful second-step temperature,,results/equation_functional_form_audit/equation_registry.csv,T First Success [degC]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,T_last_success,T_last_success,T_last_success,T Last Success,degC,highest successful second-step temperature,,results/equation_functional_form_audit/equation_registry.csv,T Last Success [degC]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,R,R,R,R,J mol^-1 K^-1,molar gas constant,FF-09;PR-03;PR-05;PR-07;PL-06;LR-06;LR-07,results/equation_functional_form_audit/equation_registry.csv,R [J mol^-1 K^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,k_B,k_B,k_B,K B,J K^-1,Boltzmann constant,,results/equation_functional_form_audit/equation_registry.csv,K B [J K^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,a_j,a_j,a_j,A J,1 (proxy),local-region activity proxy,LR-02,results/equation_functional_form_audit/equation_registry.csv,A J [1 (proxy)]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_J,tau_J,tau_J,Tau J,s,persistent-junction relaxation time,,results/equation_functional_form_audit/equation_registry.csv,Tau J [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,n,n,n,N,1,integer summation/event-count index,FF-01;FF-02;FF-04;FF-05;FF-06;FF-07;FF-08;FF-09;FF-10;FF-11;FF-12;PR-01;PR-03;PR-04;PR-05;PR-06;PR-07;PR-08;PR-09;PL-01;PL-02;PL-03;PL-04;PL-05;PL-06;AL-01;AL-02;AL-03;TJ-01;TJ-02;TJ-03;TJ-04;TJ-05;TJ-06;TJ-07;TJ-08;LR-01;LR-02;LR-03;LR-04;LR-05;LR-08;LR-09;LR-10;LR-11;MET-01;MET-02;MET-03;MET-04;MET-05;MET-06;PROP-01;PROP-02;PROP-03;PROP-06;PROP-07;NC-01;NC-02;NC-03,results/equation_functional_form_audit/equation_registry.csv,N [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,J_close,J_close,J_close,J Close,s^-1,conservative isolated/TJ-to-closed transfer rate,,results/equation_functional_form_audit/equation_registry.csv,J Close [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_disconnection_nucleation,Q_disconnection_nucleation,Q_disconnection_nucleation,Q Disconnection Nucleation,J mol^-1,nucleation barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Disconnection Nucleation [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,v_star,v_star,v_star,V Star,m^3,activation volume,,results/equation_functional_form_audit/equation_registry.csv,V Star [m^3]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,nu0_nucleation,nu0_nucleation,nu0_nucleation,Nu0 Nucleation,s^-1,attempt frequency,,results/equation_functional_form_audit/equation_registry.csv,Nu0 Nucleation [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_exchange,Q_exchange,Q_exchange,Q Exchange,J mol^-1,exchange barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Exchange [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_exchange_prefactor,tau_exchange_prefactor,tau_exchange_prefactor,Tau Exchange Prefactor,s,exchange prefactor,,results/equation_functional_form_audit/equation_registry.csv,Tau Exchange Prefactor [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_transport,Q_transport,Q_transport,Q Transport,J mol^-1,transport barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Transport [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_transport_prefactor,tau_transport_prefactor,tau_transport_prefactor,Tau Transport Prefactor,s m^-2,transport prefactor,,results/equation_functional_form_audit/equation_registry.csv,Tau Transport Prefactor [s m^-2]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,event_strain,event_strain,event_strain,Event Strain,1,density gain/event,,results/equation_functional_form_audit/equation_registry.csv,Event Strain [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,zeta_eta_ratio,zeta_eta_ratio,zeta_eta_ratio,Zeta Eta Ratio,1,density-rate scale ratio,,results/equation_functional_form_audit/equation_registry.csv,Zeta Eta Ratio [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_GB_diffusion,Q_GB_diffusion,Q_GB_diffusion,Q Gb Diffusion,J mol^-1,growth barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Gb Diffusion [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,D_GB_prefactor,D_GB_prefactor,D_GB_prefactor,D Gb Prefactor,m^2 s^-1,growth prefactor,,results/equation_functional_form_audit/equation_registry.csv,D Gb Prefactor [m^2 s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_surface_diffusion,Q_surface_diffusion,Q_surface_diffusion,Q Surface Diffusion,J mol^-1,surface barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Surface Diffusion [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,D_surface_prefactor,D_surface_prefactor,D_surface_prefactor,D Surface Prefactor,m^2 s^-1,surface prefactor,,results/equation_functional_form_audit/equation_registry.csv,D Surface Prefactor [m^2 s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,k_PR_ref_s,k_PR_ref_s,k_PR_ref_s,K Pr Ref S,s^-1,PR competition rate,,results/equation_functional_form_audit/equation_registry.csv,K Pr Ref S [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_PR_J_mol,Q_PR_J_mol,Q_PR_J_mol,Q Pr J Mol,J mol^-1,PR barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Pr J Mol [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,renewal_gate_mid,renewal_gate_mid,renewal_gate_mid,Renewal Gate Mid,1,PR activity midpoint,,results/equation_functional_form_audit/equation_registry.csv,Renewal Gate Mid [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,renewal_gate_width,renewal_gate_width,renewal_gate_width,Renewal Gate Width,1,PR activity width,,results/equation_functional_form_audit/equation_registry.csv,Renewal Gate Width [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,smoothing_share,smoothing_share,smoothing_share,Smoothing Share,1,smoothing partition,,results/equation_functional_form_audit/equation_registry.csv,Smoothing Share [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,GB_to_TJ_share,GB_to_TJ_share,GB_to_TJ_share,Gb To Tj Share,1,GB-to-TJ partition,,results/equation_functional_form_audit/equation_registry.csv,Gb To Tj Share [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,TJ_to_iso_share,TJ_to_iso_share,TJ_to_iso_share,Tj To Iso Share,1,TJ-to-iso partition,,results/equation_functional_form_audit/equation_registry.csv,Tj To Iso Share [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,A_J,A_J,A_J,A J,1,junction drag amplitude,TJ-03,results/equation_functional_form_audit/equation_registry.csv,A J [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_J_ref_s,tau_J_ref_s,tau_J_ref_s,Tau J Ref S,s,junction relaxation time,,results/equation_functional_form_audit/equation_registry.csv,Tau J Ref S [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_relax_J_mol,Q_relax_J_mol,Q_relax_J_mol,Q Relax J Mol,J mol^-1,junction relaxation barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Relax J Mol [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,lambda_TJ_ref,lambda_TJ_ref,lambda_TJ_ref,Lambda Tj Ref,1,expected-event scale,,results/equation_functional_form_audit/equation_registry.csv,Lambda Tj Ref [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,K_TJ0,K_TJ0,K_TJ0,K Tj0,1,required-event reference,,results/equation_functional_form_audit/equation_registry.csv,K Tj0 [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,q_TJ,q_TJ,q_TJ,Q Tj,1,packet size exponent,TJ-04,results/equation_functional_form_audit/equation_registry.csv,Q Tj [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,k_open,k_open,k_open,K Open,code s^-1,open shrinkage prefactor,,results/equation_functional_form_audit/equation_registry.csv,K Open [code s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Q_density,Q_density,Q_density,Q Density,J mol^-1,open shrinkage barrier,,results/equation_functional_form_audit/equation_registry.csv,Q Density [J mol^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,k_closed,k_closed,k_closed,K Closed,code s^-1,closed shrinkage prefactor,,results/equation_functional_form_audit/equation_registry.csv,K Closed [code s^-1]
