figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,rho,reference_path,comparison_path,G_ref_nm,G_fast_nm,R_fast,reduction_fast,ratio_threshold_1p2,ratio_threshold_1p5,ratio_threshold_2p0,both_paths_attained,material_id,property_id,schedule_id,ablation,reference_rate_C_min,fast_rate_C_min,peak_T_C,hold_time_h
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8130000000000002,1 C/min,20 C/min,848.6338611571363,546.3299933766327,1.553335660581423,0.3562241404889308,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8140000000000002,1 C/min,20 C/min,852.3794975000704,548.8055045958112,1.5531540597936202,0.3561488677221899,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8150000000000002,1 C/min,20 C/min,856.1222012486052,551.2876278340358,1.5529501443960199,0.35606432466064497,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8160000000000002,1 C/min,20 C/min,859.8622834843895,553.7765062772215,1.5527243820162009,0.3559706979666877,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8170000000000002,1 C/min,20 C/min,863.6000530940091,556.2722849693254,1.5524772246052683,0.35586816724202874,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8180000000000002,1 C/min,20 C/min,867.3358169602249,558.7751108731453,1.5522091089650016,0.355756905287851,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8190000000000002,1 C/min,20 C/min,871.0698801494534,561.2851329326845,1.5519204572516652,0.3556370783519891,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8200000000000002,1 C/min,20 C/min,874.8025460958183,563.8025021371376,1.5516116774576394,0.3555088463638473,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8210000000000002,1 C/min,20 C/min,878.5341167820675,566.3273715865836,1.5512831638718558,0.35537236315767473,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8220000000000002,1 C/min,20 C/min,882.2648929176648,568.8598965594488,1.5509352975200699,0.35522777668482364,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8230000000000002,1 C/min,20 C/min,885.9951741143426,571.4002345818236,1.5505684465858747,0.35507522921554735,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8240000000000002,1 C/min,20 C/min,889.725259059383,573.9485454987101,1.550182966813325,0.35491485753086505,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8250000000000002,1 C/min,20 C/min,893.4554456869191,576.5049915472829,1.5497792018920291,0.35474679310500357,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8260000000000002,1 C/min,20 C/min,897.1860313475017,579.0697374322574,1.549357483825442,0.3545711622788633,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8270000000000002,1 C/min,20 C/min,900.9173129762014,581.6429504034444,1.5489181332831405,0.35438808642496467,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8280000000000002,1 C/min,20 C/min,904.6495872594965,584.2248003355994,1.5484614599377393,0.3541976821042687,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8290000000000002,1 C/min,20 C/min,908.3831508011943,586.8154598106544,1.5479877627871275,0.35400006121526706,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8300000000000002,1 C/min,20 C/min,912.1183002876322,589.4151042024394,1.5474973304626376,0.35379533113569805,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8310000000000002,1 C/min,20 C/min,915.8553326523994,592.0239117640057,1.5469904415237208,0.35358359485722357,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8320000000000002,1 C/min,20 C/min,919.5945452408193,594.642063717657,1.5464673647396958,0.35336495111339006,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8330000000000002,1 C/min,20 C/min,923.3362359744284,597.269744347807,1.54592835935909,0.35313949450116866,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8340000000000002,1 C/min,20 C/min,927.0807035156936,599.9071410967929,1.5453736753670555,0.3529073155963518,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8350000000000002,1 C/min,20 C/min,930.8282474331909,602.5544446637655,1.5448035537313265,0.35266850106306735,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8360000000000002,1 C/min,20 C/min,934.5791683675001,605.2118491067962,1.5442182266371711,0.3524231337576619,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8370000000000002,1 C/min,20 C/min,938.3337681980331,607.8795519483393,1.543617917711727,0.3521712928271725,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8380000000000002,1 C/min,20 C/min,942.0923502110485,610.5577542841991,1.5430028422381292,0.3519130538026115,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8390000000000002,1 C/min,20 C/min,945.8552192690809,613.246660896156,1.5423732073597822,0.3516484886872554,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8400000000000002,1 C/min,20 C/min,949.6226819820392,615.9464803684124,1.541729212275143,0.35137766604013976,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8410000000000002,1 C/min,20 C/min,953.3950468802069,618.6574252080339,1.5410710484233043,0.35110065105491617,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8420000000000002,1 C/min,20 C/min,957.1726245894055,621.3797119695547,1.5403988996607334,0.3508175056342575,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8430000000000002,1 C/min,20 C/min,960.9557280085659,624.1135613839477,1.5397129424293932,0.3505282884599399,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8440000000000002,1 C/min,20 C/min,964.7446724899752,626.8591984921416,1.5390133459165782,0.350233055058767,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8450000000000002,1 C/min,20 C/min,968.5397760224554,629.6168527833046,1.5383002722066559,0.3499318578644446,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8460000000000002,1 C/min,20 C/min,972.3413594177559,632.3867583381018,1.5375738764250018,0.34962474627554774,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8470000000000002,1 C/min,20 C/min,976.1497465004304,635.1691539771613,1.5368343068743067,0.34931176670967745,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8480000000000002,1 C/min,20 C/min,979.9652643014886,637.9642834149811,1.5360817051634907,0.3489929626539192,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8490000000000002,1 C/min,20 C/min,983.7882432561192,640.7723954195378,1.535316206329388,0.34866837471169165,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8500000000000002,1 C/min,20 C/min,987.6190174057919,643.5937439778561,1.5345379389513962,0.34833804064607543,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8510000000000002,1 C/min,20 C/min,991.457924605049,646.4285884678172,1.5337470252592476,0.3480019954197002,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8520000000000002,1 C/min,20 C/min,995.3053067333198,649.2771938365064,1.5329435812340364,0.347660271231255,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8530000000000002,1 C/min,20 C/min,999.1615099120962,652.1398307854017,1.5321277167026595,0.3473128975486902,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8540000000000002,1 C/min,20 C/min,1003.0268847278221,655.0167759627344,1.531299535425772,0.34695990113916286,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8550000000000002,1 C/min,20 C/min,1006.9017864608649,657.9083121633632,1.5304591351793775,0.3466013060957718,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8560000000000002,1 C/min,20 C/min,1010.7865753209562,660.8147285365245,1.5296066078301522,0.34623713386112664,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8570000000000002,1 C/min,20 C/min,1014.6816166894913,663.7363208018419,1.5287420394045663,0.3458674032477759,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
Figure 3,ablations,,exact,fast_firing_material,results/1_Backup_of_prior_runs.zip:visual_inspection_candidate_plots_v2/histories/dense_fast_histories.csv,frozen dense fast-firing ablations,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Includes full, PR-off, nucleation-facile, and diagnostic transport/exchange controls where archived.",0.8580000000000002,1 C/min,20 C/min,1018.5872813691227,666.6733914739945,1.5278655101519163,0.3454921304555336,True,True,False,True,E0021,BASE,E0021_full_1_vs_20,full,1.0,20.0,1500.0,0.25
